id,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,description_tokens
10296,,,,,,,,,Data Analyst,VASS,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,01:00.9,"['power_bi', 'sql', 'sap']"
10297,,,,,,,,,Data Analyst IV,Corporate,"Kansas City, MO",via Melga,"['15 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,,00:20.7,"['excel', 'sql']"
10298,,,,,,,,,Data Analyst II,Tripoint Solutions,Anywhere,via Indeed,"['20 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,True,00:33.6,"['atlassian', 'qlik', 'sharepoint', 'sql', 'aws']"
10299,,,,,,,,,Data Analyst,Agility Partners,United States,via Trabajo.org,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:18.4,[]
10300,,,,,,,,,( 75% Remote ) Retail / Oracle POS Business Data Analyst,Apex Systems,United States,via WREG Jobs,"['16 hours ago', 'Full-time', 'No degree mentioned']",16 hours ago,Full-time,,00:20.7,[]
10301,,,,,,,,,"Lead Master Data Analyst (Springdale, AR)",CEDENT,"Springdale, AR",via ZipRecruiter,"['8 hours ago', 'Full-time']",8 hours ago,Full-time,,00:34.9,['go']
10302,,,,,,,,,Sr. BI Analyst,INSPYR Solutions,United States,via Dice,"['14 hours ago', 'Full-time']",14 hours ago,Full-time,,00:29.1,"['tableau', 'power_bi', 'sql', 'excel', 'r', 'python']"
10303,,,,,,,,,Workday Reporting Data Analyst,Corporate,"Kansas City, MO",via BeBee,"['16 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",16 hours ago,Full-time,,00:29.1,['excel']
10304,15 to 20,an hour,17.5,15.0,20.0,17.5,,36400.0,Data Analyst Needed for coaching purposes 1-2Hr session,Upwork,Anywhere,via Upwork,"['19 hours ago', '15 to 20 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",19 hours ago,Contractor,True,00:20.9,"['pandas', 'python']"
10305,,,,,,,,,Data Analyst,VASS,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:41.8,"['power_bi', 'sql', 'sap']"
10306,,,,,,,,,Data Analyst III (Power BI Reporting) - Remote,Corporate,"Jefferson City, MO",via Melga,"['7 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,,00:26.9,"['power_bi', 'sql', 'excel', 'python']"
10307,,,,,,,,,Data Analyst,System Soft Technologies,"Oklahoma City, OK",via Trabajo.org,"['12 hours ago', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,,00:39.8,"['bigquery', 'tableau', 'azure', 'aws', 'power_bi']"
10308,50 to 65,an hour,57.5,50.0,65.0,57.5,,119600.0,Business Systems Analyst/Systems Analyst/Data Analyst (Azure SQL DB),Orgspire Info Technologies Pvt. Ltd.,Anywhere,via Indeed,"['12 hours ago', '50 to 65 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,True,00:41.8,"['sql', 'azure']"
10309,,,,,,,,,Sr. Data Analyst,Dice,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:47.0,"['spreadsheet', 'sas', 'powerpoint', 'sql', 'excel', 'python', 'aws']"
10310,,,,,,,,,Data Analyst,SIRA Consulting Inc,United States,via BeBee,"['16 hours ago', 'Full-time', 'No degree mentioned']",16 hours ago,Full-time,,00:18.4,"['sharepoint', 'excel', 'word', 'visio', 'sql', 'azure', 'powerpoint']"
10311,,,,,,,,,Data Analyst IV (Healthcare Analytics),Corporate,"Jefferson City, MO",via Melga,"['15 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,,00:36.2,"['python', 'power_bi']"
10312,,,,,,,,,Data Analyst - Now Hiring,"Belflex - Little Rock, AR","Little Rock, AR",via Snagajob,"['20 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance']",20 hours ago,Full-time,,00:16.2,[]
10313,,,,,,,,,Data Analyst,Koch Davis,United States,via Trabajo.org,"['19 hours ago', 'Full-time', 'No degree mentioned']",19 hours ago,Full-time,,00:22.8,[]
10314,,,,,,,,,Data Analyst Senior or Lead - Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,True,00:18.0,"['sas', 'sql', 'r', 'python']"
10315,,,,,,,,,Data Analyst II,Commercial Solutions,"Kansas City, MO",via Melga,"['15 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,,00:20.7,"['excel', 'sql']"
10316,,,,,,,,,Senior Business/Data Analyst,MATRIX Resources,United States,via BeBee,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:33.6,[]
10317,10 to 20,an hour,15.0,10.0,20.0,15.0,,31200.0,Google Sheet experts,Upwork,Anywhere,via Upwork,"['7 hours ago', '10 to 20 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",7 hours ago,Contractor,True,00:21.6,['excel']
10318,,,,,,,,,EHS Data Analyst,Textron,"Wichita, KS",via Trabajo.org,"['10 hours ago', 'Full-time']",10 hours ago,Full-time,,00:36.2,"['power_bi', 'sharepoint', 'excel', 'word', 'powerpoint']"
10319,,,,,,,,,Data Analyst - Reporting,INTRUST Bank,"Wichita, KS",via LinkedIn,"['10 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,,00:28.8,"['go', 'tableau', 'powerpoint', 'word', 'sql', 'excel']"
10320,,,,,,,,,Data Analyst with Amazon RDS (10+ years Experience),Ztek Consulting,Anywhere,via LinkedIn,"['9 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:20.9,['sql']
10321,,,,,,,,,Pharmacy Data Analyst,Lockton Companies,"Kansas City, MO",via ZipRecruiter,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:18.2,"['excel', 'word', 'sql', 'powerpoint']"
10322,,,,,,,,,Product Data Analyst,Motion Recruitment,United States,via BeBee,"['16 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",16 hours ago,Full-time,,00:10.2,[]
10323,,,,,,,,,GIS Data Analyst,GDH,"Lenexa, KS",via GDHinc Jobs,"['24 hours ago', 'Full-time']",24 hours ago,Full-time,,00:14.6,[]
10324,,,,,,,,,EHS Data Analyst,Textron,"Wichita, KS",via Trabajo.org,"['10 hours ago', 'Full-time']",10 hours ago,Full-time,,00:16.2,"['power_bi', 'sharepoint', 'excel', 'word', 'powerpoint']"
10325,,,,,,,,,Senior Data Analyst,Harnham,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Contractor']",11 hours ago,Contractor,True,00:22.2,"['power_bi', 'sql']"
10326,,,,,,,,,Data Analyst,Advantage Tech,"Overland Park, KS",via Trabajo.org,"['23 hours ago', 'Full-time']",23 hours ago,Full-time,,00:22.2,"['sql', 'tableau']"
10327,,,,,,,,,Lead Data Analyst,Procom,United States,via BeBee,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:25.6,"['vba', 'sql', 'python']"
10328,,,,,,,,,Appfigures - Apple app Store research insight and data analysis,Upwork,Anywhere,via Upwork,"['20 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:09.4,[]
10329,,,,,,,,,"(SENIOR) DATA ANALYST (M/F/D) Wien, Austria Commercial",Philip Morris International,United States,via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:12.3,"['jira', 'sap', 'tableau', 'snowflake', 'power_bi', 'sql', 'power_bi', 'aws']"
10330,,,,,,,,,Sr. Pharmaceutical Data Analyst,TrialCard,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:23.7,"['excel', 'sas', 'sql', 'python']"
10331,,,,,,,,,Data Analyst AVP,Barclays,United States,via Trabajo.org,"['21 hours ago', 'Full-time', 'No degree mentioned']",21 hours ago,Full-time,,00:25.7,"['excel', 'unix', 'python']"
10332,,,,,,,,,Excel Data Analysis,Upwork,Anywhere,via Upwork,"['24 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",24 hours ago,Contractor,True,00:25.7,"['excel', 'powerpoint']"
10333,,,,,,,,,EHS Data Analyst,Textron,"Wichita, KS",via BeBee,"['12 hours ago', 'Full-time']",12 hours ago,Full-time,,00:27.6,"['power_bi', 'sharepoint', 'excel', 'word', 'powerpoint']"
10334,,,,,,,,,Senior Data Analyst - Patient Safety,Ascension,Anywhere,via LinkedIn,"['7 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,40:15.6,"['tableau', 'bigquery', 'sql', 'r', 'python']"
10335,,,,,,,,,Data Analyst,Telecommunications Industry,United States,via Trabajo.org,"['22 hours ago', 'Full-time', 'No degree mentioned']",22 hours ago,Full-time,,00:19.3,"['sql', 'tableau']"
10336,,,,,,,,,Product Data Analyst,Motion Recruitment,United States,via BeBee,"['16 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",16 hours ago,Full-time,,00:21.2,[]
10337,,,,,,,,,Data Analyst I (Healthcare Analytics),Corporate,Missouri,via CareerBoard,"['16 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",16 hours ago,Full-time,,00:18.5,"['python', 'power_bi']"
10338,,,,,,,,,Digital Technology Data Analyst (REMOTE),Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:07.8,"['power_bi', 'excel', 'power_bi']"
10339,,,,,,,,,SEO Strategist & Data Analyst,Upwork,Anywhere,via Upwork,"['11 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:15.7,['c']
10340,,,,,,,,,SEO Strategist & Data Analyst,Upwork,Anywhere,via Upwork,"['11 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:19.3,['c']
10341,,,,,,,,,Jr. Data Analyst,Xoriant,United States,via Trabajo.org,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:25.2,"['sql', 'python']"
10342,,,,,,,,,Lead Data Analyst,Procom,United States,via BeBee,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:09.4,"['vba', 'sql', 'python']"
10343,,,,,,,,,Financial/Data Analyst,CARDINAL SERVICES LTD.,United States,via Trabajo.org,"['13 hours ago', 'Full-time']",13 hours ago,Full-time,,00:10.0,[]
10344,,,,,,,,,"Senior Data Analyst, Government Programs",Abarca Health,Anywhere,via LinkedIn,"['12 hours ago', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:24.0,['sql']
10345,,,,,,,,,HSSE Data Analyst,Orion Group,United States,via BeBee,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:09.4,['sharepoint']
10346,,,,,,,,,Lead/ Sr. Data Analyst,VDart Inc,United States,via Trabajo.org,"['13 hours ago', 'Full-time']",13 hours ago,Full-time,,00:24.0,"['power_bi', 'ssrs', 'sql', 'ssis', 'unix', 'python', 'azure']"
10347,,,,,,,,,SAS Data Analyst,The Judge Group,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:09.7,"['excel', 'sas', 'sql']"
10348,30 to 59,an hour,44.5,30.0,59.0,44.5,,92560.0,Senior analyst,Upwork,Anywhere,via Upwork,"['9 hours ago', '30 to 59 an hour', 'Work from home', 'Contractor']",9 hours ago,Contractor,True,00:12.2,[]
10349,,,,,,,,,Marketing Data Analyst,Change Healthcare,"Kansas City, MO",via Trabajo.org,"['17 hours ago', 'Full-time']",17 hours ago,Full-time,,00:15.0,['sql']
10350,,,,,,,,,Business Development Data Analyst,ManTech,Anywhere,via LinkedIn,"['18 hours ago', 'Work from home', 'Full-time']",18 hours ago,Full-time,True,00:15.0,"['sharepoint', 'power_bi', 'excel']"
10351,,,,,,,,,"Senior Manager II, Data Analytics, Financial Services Compliance...",Walmart,"Tontitown, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:14.4,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']"
10352,,,,,,,,,Financial Data Analyst,Amtex,United States,via Trabajo.org,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:11.3,"['sql', 'excel']"
10353,16 to 45,an hour,30.5,16.0,45.0,30.5,,63440.0,Excel data analyses,Upwork,Anywhere,via Upwork,"['13 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:16.8,[]
10354,,,,,,,,,Provider Data Senior Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,True,00:13.1,"['crystal', 'visual_basic', 'sql', 'excel']"
10355,,,,,,,,,"Fulltime-Functional Data Analyst : Tampa FL/Irving, TX (Initial 1...",Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",15 hours ago,Full-time,True,00:16.5,"['word', 'c', 'sql']"
10356,,,,,,,,,8264 Data Analyst,Interactive Resources - iR,United States,via Trabajo.org,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:12.8,"['power_bi', 'excel', 'word', 'visio', 'sql', 'python']"
10357,,,,,,,,,Matlab for linear regression,Upwork,Anywhere,via Upwork,"['17 hours ago', 'Work from home', 'Contractor']",17 hours ago,Contractor,True,40:11.2,[]
10358,54 to 57,an hour,55.5,54.0,57.0,55.5,,115440.0,Ecosystems Compliance Data Analyst,MATRIX Resources,Anywhere,via LinkedIn,"['12 hours ago', '54 to 57 an hour', 'Work from home', 'Contractor']",12 hours ago,Contractor,True,40:11.2,"['ruby', 'looker', 'golang', 'sql', 'python']"
10359,,,,,,,,,Data Analyst Intern Graduate Level,Elevance Health,United States,via Trabajo.org,"['10 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,,00:11.0,"['sas', 'powerpoint', 'c/c++', 'html', 'word', 'sql', 'excel', 'java', 'c', 'r', 'python']"
10360,,,,,,,,,Senior Cost Engineering and Data Analyst,Lockheed Martin,United States,via LinkedIn,"['19 hours ago', 'Full-time', 'Paid time off']",19 hours ago,Full-time,,36:54.7,[]
10361,,,,,,,,,Data Integration Analyst,Medasource,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Contractor,True,00:16.4,['assembly']
10362,,,,,,,,,Python + bigquery help,Upwork,Anywhere,via Upwork,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:22.4,"['bigquery', 'python']"
10363,,,,,,,,,SAS Data Analyst,The Judge Group,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:30.3,"['excel', 'sas', 'sql', 'vba']"
10364,22 to 27,an hour,24.5,22.0,27.0,24.5,,50960.0,Spreadsheet/ Sheets/ Excel Expert,Upwork,Anywhere,via Upwork,"['11 hours ago', '22 to 27 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:31.6,"['spreadsheet', 'excel']"
10365,85K to 125K,a year,105000.0,85000.0,125000.0,,105000.0,105000.0,"Data Engineering Analyst, Platform Engineering (Remote, Anywhere...","Somos, Inc.",Anywhere,via LinkedIn,"['12 hours ago', '85K to 125K a year', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:11.5,"['numpy', 'pandas', 'python', 'aws']"
10366,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,GA4 - Set up E-commerce tracking,Upwork,Anywhere,via Upwork,"['12 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:11.0,[]
10367,,,,,,,,,Senior Retail Analyst / Data Scientist,DeBellis Catherine & Morreale - corporate staffing,Anywhere,via LinkedIn,"['12 hours ago', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:15.5,"['excel', 'sql', 'tableau', 'python', 'vba', 'power_bi']"
10368,,,,,,,,,Business Analyst,Tanium,Anywhere,via LinkedIn,"['9 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,17:07.9,"['tableau', 'spark', 'snowflake', 'sql', 'power_bi', 'r', 'hadoop', 'python']"
10369,,,,,,,,,Excel Expert,Upwork,Anywhere,via Upwork,"['12 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:49.2,"['spreadsheet', 'excel']"
10370,,,,,,,,,Business Analyst,Tanium,Anywhere,via LinkedIn,"['9 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,00:07.8,"['tableau', 'spark', 'snowflake', 'sql', 'power_bi', 'r', 'hadoop', 'python']"
10371,75 to 85,an hour,80.0,75.0,85.0,80.0,,166400.0,Digital Marketing Analyst,Upwork,Anywhere,via Upwork,"['3 hours ago', '75 to 85 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",3 hours ago,Contractor,True,00:13.2,[]
10372,,,,,,,,,"Sr. Analyst, Business Analytics - eviCore - Remote",The Cigna Group,Anywhere,via LinkedIn,"['5 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",5 hours ago,Full-time,True,00:19.6,"['tableau', 'ssrs', 'microstrategy', 'sql']"
10373,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Data Scientist - Contract to Hire,Upwork,Anywhere,via Upwork,"['11 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor']",11 hours ago,Contractor,True,00:25.7,['aws']
10374,40 to 45,an hour,42.5,40.0,45.0,42.5,,88400.0,Business Analyst,Phyton Talent Advisors,Anywhere,via LinkedIn,"['9 hours ago', '40 to 45 an hour', 'Work from home', 'Contractor']",9 hours ago,Contractor,True,00:24.0,"['alteryx', 'tableau']"
10375,,,,,,,,,Analyst- Energy Data Validation,CPower Energy,Anywhere,via LinkedIn,"['14 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",14 hours ago,Full-time,True,00:15.6,"['vba', 'outlook', 'power_bi', 'word', 'sql', 'excel', 'r', 'python']"
10376,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Looking for Clinical SAS Programmer,Upwork,Anywhere,via Upwork,"['15 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",15 hours ago,Contractor,True,00:11.0,['sas']
10377,,,,,,,,,Data Analyst,Qcells North America,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Full-time']",13 hours ago,Full-time,True,00:17.9,"['gcp', 'sql', 'tableau', 'aws']"
10378,20 to 50,an hour,35.0,20.0,50.0,35.0,,72800.0,excel expert for sales ROI tool,Upwork,Anywhere,via Upwork,"['9 hours ago', '20 to 50 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:19.3,['spreadsheet']
10379,,,,,,,,,Principal Data Analyst,Discover Financial Services,United States,via LinkedIn,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:32.5,[]
10380,,,,,,,,,Business Intelligence Specialist - Contract to Hire,Upwork,Anywhere,via Upwork,"['13 hours ago', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:09.5,"['sql', 'power_bi']"
10381,,,,,,,,,Data Analyst with Oracle Fusion cloud Erp experience (Remote),Dice,Anywhere,via LinkedIn,"['7 hours ago', 'Work from home', 'Contractor']",7 hours ago,Contractor,True,00:08.9,"['excel', 'word', 'powerpoint']"
10382,,,,,,,,,Implement  Google Analytics GA4,Upwork,Anywhere,via Upwork,"['17 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",17 hours ago,Contractor,True,40:22.0,[]
10383,,,,,,,,,Senior Principal Consultant - Data Analyst / Data Scientist,Oracle,United States,via LinkedIn,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:21.2,"['c++', 'go', 'spark', 'shell', 'linux', 'nosql', 'sql', 'java', 'c', 'r', 'hadoop', 'python', 'scala']"
10689,,,,,,,,,Econometrics tutor needed to understand concepts,Upwork,Anywhere,via Upwork,"['13 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:26.1,[]
10384,10 to 20,an hour,15.0,10.0,20.0,15.0,,31200.0,Data Scientist - Contract to Hire,Upwork,Anywhere,via Upwork,"['7 hours ago', '10 to 20 an hour', 'Work from home', 'Contractor']",7 hours ago,Contractor,True,00:25.6,"['power_bi', 'nosql', 'sql', 'r', 'python', 'azure']"
10385,,,,,,,,,Senior Data Science Analyst,Discover Financial Services,United States,via LinkedIn,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:37.2,[]
10386,20 to 45,an hour,32.5,20.0,45.0,32.5,,67600.0,Amazon Mechanical Turk Survey| Data Analyst - Contract to Hire,Upwork,Anywhere,via Upwork,"['20 hours ago', '20 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:37.2,[]
10387,,,,,,,,,REMOTE: Lead Data Analytics,Atrilogy Solutions Group,Anywhere,via LinkedIn,"['16 hours ago', 'Work from home', 'Full-time']",16 hours ago,Full-time,True,00:10.0,['word']
10388,16 to 45,an hour,30.5,16.0,45.0,30.5,,63440.0,"Build a backtest in ""Stata"".",Upwork,Anywhere,via Upwork,"['8 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:19.8,[]
10389,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Google Analytics custom filters and reports,Upwork,Anywhere,via Upwork,"['12 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:23.7,[]
10390,16 to 45,an hour,30.5,16.0,45.0,30.5,,63440.0,"Build a backtest in ""Stata"".",Upwork,Anywhere,via Upwork,"['8 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:27.6,[]
10391,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Google Analytics custom filters and reports,Upwork,Anywhere,via Upwork,"['12 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:27.6,[]
10392,,,,,,,,,Data Analyst,SGS Technologie,Anywhere,via LinkedIn,"['9 hours ago', 'Work from home', 'Full-time']",9 hours ago,Full-time,True,00:27.6,"['javascript', 'excel', 'sas', 'sql', 'spss']"
10393,,,,,,,,,Data Analyst,University of Central Missouri,"Warrensburg, MO",via Adzuna,"['13 hours ago', 'Full-time', 'No degree mentioned']",13 hours ago,Full-time,,00:37.2,[]
10394,,,,,,,,,Data Analyst,???©?????å?????ô?ô,Anywhere,via LinkedIn,"['4 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",4 hours ago,Full-time,True,36:55.2,"['sql', 'r', 'python']"
10395,,,,,,,,,Data Analyst,Genesys Impact,United States,via LinkedIn,"['6 hours ago', 'Full-time']",6 hours ago,Full-time,,00:24.0,"['power_bi', 'excel', 'visio', 'tableau', 'powerpoint']"
10396,,,,,,,,,Immediate looking for Data Analyst,Upwork,Anywhere,via Upwork,"['17 hours ago', 'Work from home', 'Full-time']",17 hours ago,Full-time,True,00:20.4,"['excel', 'ssrs', 'sql', 'ssis', 't-sql', 'tableau', 'powerpoint']"
10397,,,,,,,,,Data Analyst,Apex Systems,Anywhere,via LinkedIn,"['6 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",6 hours ago,Contractor,True,00:19.4,"['excel', 'splunk']"
10398,,,,,,,,,Financial Data Analyst,Caliber Financial Services,"Mission, KS",via Adzuna,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:08.1,"['power_bi', 'excel', 'sas', 'sql']"
10399,,,,,,,,,Lead Data Analyst,InterWell Health,Anywhere,via DiversityJobs,"['23 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",23 hours ago,Full-time,True,00:18.6,"['looker', 'qlik', 'tableau', 'powerpoint', 'sql', 'excel', 'r']"
10400,60K to 80K,a year,70000.0,60000.0,80000.0,,70000.0,70000.0,Junior Data Analyst,"Acadia Technologies, Inc.","Kansas City, MO",via Dice,"['7 hours ago', '60K to 80K a year', 'Full-time', 'No degree mentioned']",7 hours ago,Full-time,,00:11.1,"['sql', 'nosql', 'matlab', 'python']"
10401,,,,,,,,,Data Analyst III (Power BI Reporting) - Remote,Corporate,"Kansas City, MO",via Monster,"['7 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,,00:17.1,"['power_bi', 'sql', 'excel', 'python']"
10402,,,,,,,,,Fully Remote Senior Data Analyst,Selby Jennings,United States,via Selby Jennings,"['6 hours ago', 'Full-time']",6 hours ago,Full-time,,00:23.4,['tableau']
10403,89K to 92K,a year,90500.0,89000.0,92000.0,,90500.0,90500.0,Data Analyst,Robert Half,United States,via LinkedIn,"['14 hours ago', '89K to 92K a year', 'Full-time']",14 hours ago,Full-time,,00:26.5,"['r', 'tableau']"
10404,,,,,,,,,Data Analyst UET,Vickers & Nolan Enterprises,United States,via Indeed,"['17 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:27.2,"['jira', 'powerpoint', 'excel', 'java']"
10405,,,,,,,,,Data Analyst 1,Oracle,"Oklahoma City, OK",via Oklahoma Jobs - Tarta.ai,"['17 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:12.2,"['go', 'tableau', 'javascript', 'snowflake', 'sql', 'power_bi', 'excel', 'python']"
10406,,,,,,,,,ESG Data Analyst,O'Reilly Auto Parts,"Springfield, MO",via Recruit.net,"['4 hours ago', 'Full-time', 'Health insurance']",4 hours ago,Full-time,,00:21.2,"['outlook', 'powerpoint', 'word', 'excel']"
10407,,,,,,,,,Senior Data Analytics Analyst - Full-time / Part-time,EDWARD JONES,"Koeltztown, MO",via Snagajob,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:10.8,"['tableau', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
10408,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,AWS Data Analyst,Upwork,Anywhere,via Upwork,"['10 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,40:18.1,"['redshift', 'aws']"
10409,,,,,,,,,Data Analyst III - Full Time - Days,Mercy,"Springfield, MO",via Careers At Mercy,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,36:54.7,"['outlook', 'excel', 'go', 'word', 'powerpoint']"
10410,,,,,,,,,Data Analyst,Advantage Tech,"Overland Park, KS",via My ArkLaMiss Jobs,"['23 hours ago', 'Full-time']",23 hours ago,Full-time,,00:10.8,"['sql', 'tableau']"
